text,label_id,label,display_name,source_type,text_length,word_count
Payer response: Claim denied because the benefit category does not cover this claim line. Correct and resubmit if appropriate. (claim line 9) [audit reference REF000049],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,169,25
Benefit limitations do not allow payment for this claim line. Additional follow-up is required. (payer edit EDT-184) status: analyst review recommended. [audit reference REF000094],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,180,24
"Adjudication message: Claim contains a code combination that requires correction. Additional follow-up is required. auth details may be present, but the claim still needs validation. [claim reference REF000054]",1,coding_error,Coding Error,synthetic_rarc_style,210,28
Remark: Coordination of benefits information is missing or outdated. Please review before resubmission. (DOS 2023-08-16) [prebill reference REF000363],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,150,18
"ADJUDICATION MESSAGE: CLINICAL NOTES ARE INSUFFICIENT TO VALIDATE THE PROCEDURE. PLEASE REVIEW BEFORE RESUBMISSION. (payer edit EDT-651) action: verify before resubmission. Authorization details may be present, but the claim still needs validation. [claim reference REF000562]",8,documentation,Documentation,synthetic_rarc_style,276,35
"Denial reason: Duplicate submission identified for provider, patient, and date. Route to the responsible RCM workqueue. (claim line 2) action: attach support if available. [prebill reference REF000067]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,201,27
"Remark: Documentation does not support the billed procedure details. Please review before resubmission. (payer edit EDT-572) Documentation may be available, but the record should be confirmed. [audit reference REF000040]",8,documentation,Documentation,synthetic_rarc_style,220,29
"Denial reason: The claim was not submitted within the required timeframe. (DOS 2023-11-17) Coding was reviewed, but payer edits may still require follow-up. [audit reference REF000198]",5,timely_filing,Timely Filing,synthetic_rarc_style,184,26
Denial reason: Claim requires manual review due to payer processing rules; Please review before resubmission; (payer edit EDT-168) [review reference REF000464],9,other,Other Administrative,synthetic_rarc_style,159,21
claim review note: a matching claim has already been paid. correct and resubmit if appropriate. (payer edit EDT-846) [audit reference REF000283],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,144,21
Adjudication message: Required attachment was not included with the claim. Route to the responsible RCM workqueue. (claim ID CLM000367) [case reference REF000367],8,documentation,Documentation,synthetic_rarc_style,162,22
"Remark: The service is not a payable benefit for this member. Please review before resubmission. action: confirm payer rule. No duplicate was confirmed during intake, but adjudication notes still require review. [audit reference REF000006]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,239,34
This claim/encounter is not payable under our claims jurisdiction area. You can identify the correct Medicare contractor to process this claim/encounter through the CMS website at www.cms.gov.,9,other,Other Administrative,official_rarc,192,27
Denial reason: Corrected claim was submitted outside the allowed window; Additional follow-up is required; (review batch B119) action: attach support if available. [case reference REF000116],5,timely_filing,Timely Filing,synthetic_rarc_style,190,25
"Appeal or reconsideration request was not filed timely; Correct and resubmit if appropriate; (encounter ENC73574) status: analyst review recommended. The service may be covered, but another denial condition should be reviewed. [claim reference REF000136]",5,timely_filing,Timely Filing,synthetic_rarc_style,254,34
Remark: Clinical notes are insufficient to validate the service. (review batch B494) action: verify before resubmission. [review reference REF000798],8,documentation,Documentation,synthetic_rarc_style,149,19
Incomplete/invalid patient medical record for this procedure.,8,documentation,Documentation,official_rarc,61,7
"Payer response: This claim appears to duplicate a previously submitted claim. Route to the responsible RCM workqueue. (review batch B444) action: confirm payer rule. Other insurance information may be current, but payer sequencing should be checked. [review reference REF000253]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,278,39
"Adjudication message: Diagnosis and documentation do not justify the service. Route to the responsible RCM workqueue. (claim line 11) Other insurance information may be current, but payer sequencing should be checked. [prebill reference REF000235]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,247,34
Payer response: Operative note or clinical report is missing. Additional follow-up is required. (claim ID CLM000212) [audit reference REF000212],8,documentation,Documentation,synthetic_rarc_style,144,19
Adjudication message: The HCPCS code requires a more specific billing modifier. (DOS 2023-12-24) status: analyst review recommended. [case reference REF000006],1,coding_error,Coding Error,synthetic_rarc_style,159,20
This claim/treatment is not payable under our treatment area. The claim must be filed to the Health plan/Plan in whose treatment area the Rendering Physician is located.,9,other,Other Administrative,official_rarc,169,27
Claim review note: Procedure and diagnosis coding are inconsistent. Please review before resubmission. (payer edit EDT-260) [audit reference REF000067],1,coding_error,Coding Error,synthetic_rarc_style,151,19
Denial reason: Coding edit indicates the billed encounter conflicts with payer rules. Route to the responsible RCM workqueue. (payer edit EDT-733) [audit reference REF000270],1,coding_error,Coding Error,synthetic_rarc_style,174,24
Not covered when performed in this place of encounter.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,54,9
"Payer response: Submission did not meet payer processing requirements. Route to the responsible RCM workqueue. (review batch B536) action: route to denial prevention team. Coding was reviewed, but payer edits may still require follow-up. [review reference REF000238]",9,other,Other Administrative,synthetic_rarc_style,266,37
Denial reason: Secondary insurer cannot process without primary insurer adjudication. Correct and resubmit if appropriate. status: analyst review recommended. [case reference REF000350],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,185,22
"Denial reason: Order, report, or supporting record is missing. Correct and resubmit if appropriate. (clm ID CLM000692) action: confirm payer rule. Eligibility was checked separately, but the line still needs review. [audit reference REF000692]",8,documentation,Documentation,synthetic_rarc_style,243,34
Claim review note: Another payer is primary and must process the claim first. Additional follow-up is required. (claim ID CLM000128) [review reference REF000128],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,161,23
